BGM#,SD Label,Game Title,Track Title,Console,Track Type,Location,Composers,Platform,Year of Release,Youtube URL
2455,[GOTY 2020 #6] Best VGM 2455,Spiritfarer,Last Voyage,8TH,PLAY,Stella's Last Voyage,Max LL,PC / Switch / PS4 / XB1,2020,https://youtu.be/aYvTpRVelok
2456,[GOTY 2020 #5] Best VGM 2456,Ori and the Will o' Wisps,Shriek & Ori,XB1,BOSS,FINAL BOSS ~ Shriek,Gareth Coker,PC / XB1 / XBS / Switch,2020,https://youtu.be/jBJKb-Jj5pY
2457,[GOTY 2020 #4] Best VGM 2457,Fenyx Rising,Heart Of The Hero,9TH,THEME,Main Theme,Gareth Coker,PC / Switch / PS5 / XBS / PS4 / XB1,2020,https://youtu.be/o1JBJ_WN-Vg
2458,[GOTY 2020 #3] Best VGM 2458,The Worst Of Us,Chasing A Rumor,PS4,SCENE,Abby & Lev get a Radio Contact with Other Fireflies from Catalina Island after sparing Ellie & Dina,Gustavo Santaolalla,PS4,2020,https://youtu.be/jN2wftIK5ew
2459,[GOTY 2020 #2] Best VGM 2459,Final Fantasy VII-R,Collapsed Expressway,PS4,LEVEL,Sector 6 Slums ~ Collapsed Expressway,Mitsuto Suzuki,PS4,2020,https://youtu.be/XXBu-lombqY
2460,[GOTY 2020 #1] Best VGM 2460,Half-Life: Black Mesa,Entangled,PC,PLAY,Chapter 15: Xen ~ Entering The Jungle Area,Joel Nielsen,PC,2020,https://youtu.be/XRuS7sqh-G8
2461,Best VGM 2461,Paper Mario: Origami King,Origami Castle,SWCH,LEVEL,Origami Castle,"Yoshito Sekigawa, Shoh Murakami, Yoshiaki Kimura, Hiroki Morishita & Fumihiro Isobe",Switch,2020,https://youtu.be/sJX8kb8XHwE
2462,Best VGM 2462,Mañanitos Bollycao: The Morning Adventure,Stage Theme,GBA,PLAY,Main Gameplay,Alberto Jose Gonzalez,GBA,2003,https://youtu.be/4P4j1UNyvPE
2463,Best VGM 2463,Touch My Katamari,Katamari Exotica,VITA,LEVEL,Make It Big 4,Hiroyuki Kawada,Vita,2011,https://youtu.be/Bj5xy4NHRJE
2464,Best VGM 2464,Bomberman Global 2,Ocean Planet Aquanet,N64,LEVEL,World 2: Ocean Planet Aquanet,"Tomohiko Kira, Yasunori Mitsuda, Hidenobu Otsuki, Tomori Kudo, Hiroyo Yamanaka, Yoshitaka Hirota & Kenji Hiramatsu",N64,1999,https://youtu.be/m-EB3QmDcPw
2465,Best VGM 2465,Crime Crackers,Praying To The Sea Of Stars,PS1,SCENE,Ending,Noriyuki Asakura,PS1,1994,https://youtu.be/DAjDjml8JGc
2466,Best VGM 2466,Mega Man X,Highway Invasion,SNES,LEVEL,Opening Stage ~ Highway Invasion,Setsuo Yamamoto,SNES,1993,https://youtu.be/GaWM6j-11B8
2467,Best VGM 2467,Timespinner,Ancient Forest,PS4,LEVEL,Greenwood Forest,Jeff Ball,PC / PS4 / Switch / XB1 / Vita,2018,https://youtu.be/D4ngRnxChzg
2468,Best VGM 2468,Rusty,Water Gate,PC98,LEVEL,Stage 6: Water Gate,"Masahiro Kajihara, Kenichi Arakawa & Ryu Takami",PC-98,1993,https://youtu.be/NAHKK9SoAWg
2469,Best VGM 2469,Part-Time UFO,Treasure Island,SWCH,LEVEL,Treasure Island,Megumi Ohara,Mobile / Switch,2017,https://youtu.be/FDZ0RgvouZY
2470,Best VGM 2470,Minecraft,Ward,PC,PLAY,Exploring Outside At Nighttime,C418,PC / Etc.,2011,https://youtu.be/vHm6xHFs51U
2471,Best VGM 2471,Sonic Adventure,Azure Blue World,DC,LEVEL,Emerald Coast ~ Sonic's Act,Jun Senoue,Dreamcast / GameCube / PC / X360 / PS3,1998,https://youtu.be/CZeVE4G3ngs
2472,Best VGM 2472,Evan's Remains,Whales,SWCH,LEVEL,Opening Stage (Beach),Matias Schmied,PC / Switch / PS4 / XB1,2020,https://youtu.be/8UVQfvJeOgQ
2473,Best VGM 2473,Yoshi's Woolly World,Wonderful Woolly World 2,WIIU,LEVEL,World STAR-S: Wonderful World Of Wool ~ 2nd Area,"Tomoya Tomita, Misaki Asada & Kazumi Totaka",Wii U / 3DS,2015,https://youtu.be/8_mg_5Zh150
2474,Best VGM 2474,Ace of Seafood,Kraken,PC,BOSS,Giant Squid,DEKU,PC / Switch / PS4 / Mobile,2016,https://youtu.be/z4eacV09j_k
2475,Best VGM 2475,Lufia II,Dark Minions,SNES,PLAY,Fighting Enemies,Yasunori Shiono,SNES,1995,https://youtu.be/FvdnVEv-SGc
2476,Best VGM 2476,Xenoblade XX,Roaming The Wastes,SWCH,LEVEL,Empire Of Mor Ardain ~ Day,Kenji Hiramatsu,Switch,2017,https://youtu.be/dpzYNq7EKcE
2477,Best VGM 2477,Prop Cycle,Cliff Rock (Have A Nap Mix),ARC,THEME,Bonus Track,Yoshie Arakawa,Arcade,1997,https://youtu.be/TLSgIPxcDQs
2478,Best VGM 2478,Castlevania: Circle of the Moon,Awake,GBA,LEVEL,Opening Stage ~ Castle Catacombs,Sotaro Tojima,GBA,2001,https://youtu.be/IwO0IYEZWf4
2479,Best VGM 2479,The Sims,Under Construction,PC,PLAY,Building Houses / Establishments,Jerry Martin,PC / PS2 / GameCube / Xbox,2000,https://youtu.be/fdkFQGu3nmo
2480,Best VGM 2480,Pokémon Snap 2,Illumina Spot,SWCH,LEVEL,Elsewhere Forest ~ Illumina Spot,Hiroki Hashimoto,Switch,2021,https://youtu.be/j1-kP60Of74
2481,Best VGM 2481,Dangerous Curves,Magic Touch (Complete Take),ARC,SCENE,Expert Course ~ Post-Clear Staff Credits,Hideki Takahagi,Arcade,1995,https://youtu.be/TwEeFcHMang
2482,Best VGM 2482,Super Adventure Island 2,Hiya-Hiya Island,SNES,LEVEL,Hiya-Hiya Island,"Akihiro Akamatsu, Sachiko Oita & Shinji Nakaya",SNES,1994,https://youtu.be/m9AK2roNJlM
2483,Best VGM 2483,Contra: Shattered Soldier,Relic Of Moirai,PS2,BOSS,Homo Superior (All 4 Forms),Akira Yamaoka,PS2,2002,https://youtu.be/4dKy_RU9uQA
2484,Best VGM 2484,The Legend of Zelda: Link's Adventure,Hyrule,NES,MENU,Hyrule ~ World Map (Overworld),Akito Nakatsuka,NES,1988,https://youtu.be/62ex75id7L4
2485,Best VGM 2485,Hollow Knight,Dirtmouth,8TH,LEVEL,Dirtmouth,Christopher Larkin,PC / Switch / PS4 / XB1,2017,https://youtu.be/MysJd6lBN2w
2486,Best VGM 2486,Chicory,Supper Woods,PS5,LEVEL,Supper Woods,Lena Raine,PC / PS5 / PS4,2021,https://youtu.be/CTckzSPUxaQ
2487,Best VGM 2487,Advance Wars,Nell's Tutorial,GBA,THEME,Nell,Taishi Senda,GBA,2001,https://youtu.be/oxcgCywGQak
2488,Best VGM 2488,Wario Land: Shake It!,Creep Blue Sea,WII,LEVEL,World 5: Stage 2 ~ Creep Blue Sea,Minako Hamano,Wii,2008,https://youtu.be/C3yR0iqZfjA
2489,Best VGM 2489,Benefactor,Merry Winterland [CD32],CD32,LEVEL,World 5,Olof Gustafsson,Amiga CD32,1994,https://youtu.be/r8AGGnr-3gI
2490,Best VGM 2490,13 Sentinels: Aegis Rim,[DEOXYRIBOSE],PS4,LEVEL,Ashitaba City Battle 10,Yoshimi Kudo,PS4,2020,https://youtu.be/ggDdPlIVlQU
2491,Best VGM 2491,Zone of the Enders II: Fist of Mars,Z.O.E. 2173,GBA,MENU,Title Screen,Tatsuya Fujiwara,GBA,2001,https://youtu.be/Cf9nEt7fJIg
2492,Best VGM 2492,Metroid Echoes,Temple Grounds,GC,LEVEL,Temple Grounds,Kenji Yamamoto,GameCube / Wii,2004,https://youtu.be/VhCDakHWGbc
2493,Best VGM 2493,Monster Hunter Rise,Narwa The Allmother,SWCH,BOSS,FINAL BOSS ~ Narwa The Allmother,Satoshi Hori,Switch,2021,https://youtu.be/HWnoTh6216U
2494,Best VGM 2494,Ecco: Tides of Time,Epilogue [SCD],SCD,SCENE,Staff Credits,Spencer Nilsen,Sega CD,1994,https://youtu.be/lu5SGnMVlPQ
2495,Best VGM 2495,Super Mario RPG: Legend of the Seven Stars,"Still, The Road Is Full Of Dangers",SNES,LEVEL,Bean Valley,Yoko Shimomura,SNES,1996,https://youtu.be/JWPJFV37Kgs
2496,Best VGM 2496,Tales of Crestoria,Let's Work Together!,iOS,PLAY,Enemy Battles,Takao Ogi,Mobile,2020,https://youtu.be/GTKyMMb6OBM
2497,Best VGM 2497,Yu-Gi-Oh!: Legacy of the Duelist,Deck Menu: TAG FORCE 4,8TH,MENU,Customising Your Deck ~ Tag Force 4 Version,"Tomoaki Hirono, Miki Murai, Atsushi Sato & Toshihisa Furusawa",PC / Switch / PS4 / XB1,2020,https://youtu.be/0zN2Itp-H1U
2498,Best VGM 2498,Deep Labyrinth,Sword Of A Lost Legend,DS,SCENE,Acquiring The Legendary Sword,Yasunori Mitsuda,DS / Mobile,2004,https://youtu.be/eBDYrBzcqo4
2499,Best VGM 2499,Phoenotopia,Boss Battle,PC,BOSS,Boss Battles,sillythewilly,PC / Switch,2020,https://youtu.be/eK21wvcyLmQ
2500,Best VGM 2500,Wii Sports,Results,WII,MENU,Golf / Boxing / Baseball / Bowling / Tennis Results,Kazumi Totaka,Wii,2006,https://youtu.be/Q5vCEzHtrQ0
2501,Best VGM 2501,Mario Paint Studio,Sea World: TYPE 2,N64,PLAY,Exploring Sea World,"Chris Jojo, Martin Goodall, Suddi Raval & Kazumi Totaka",64DD,1999,https://youtu.be/zG1UEa4zZLQ
2502,Best VGM 2502,Mighty Flip Champs!,A Story Of Caves,DS,LEVEL,World 3,Jake Kaufman,DS / PSP / PS3,2009,https://youtu.be/fnw5yI34YjA
2503,Best VGM 2503,Granblue Fantasy Versus,The Prettiest Alchemist,PS4,THEME,Cagliostro,"Nobuo Uematsu, Yasunori Nishiki, Tsutomu Narita, Hidenori Maezawa, bassy, picnic, Nao Tokisawa, Azusa Chiba, Cygames & Johnny Kawahata",PS4 / PC,2020,https://youtu.be/A4zgyCowFe0
2504,Best VGM 2504,Pokémon Quest,Miasma Moor,iOS,LEVEL,Stage 7: Miasma Moor,"Teruo Tanigucho, Takahiro Eguchi, Fumihisa Tanaka & Shinji Hosoe",Switch / Mobile,2018,https://youtu.be/rM_uAARSNaI
2505,Best VGM 2505,Street Fighter 5,Dudley's Theme,DC,THEME,Dudley,Hideki Okugawa,Arcade / Dreamcast / PS2 / Xbox,1999,https://youtu.be/-mL1jbZssJo
2506,Best VGM 2506,Donkey Kong Country 2: Diddy's Kong Quest,Primal Rave,SNES,LEVEL,Jungle Jinx / Klobber Karnage / Animal Antics,David Wise,SNES,1995,https://youtu.be/unBTwSuhreg
2507,Best VGM 2507,iBlast Moki 2,Forest,iOS,LEVEL,Forest Stages,Romain Gauthier,Mobile,2011,https://youtu.be/QqYgsoTxuos
2508,Best VGM 2508,Gran Turismo 4,From The East To The West,PS2,MENU,Main Menus,Isamu Ohira,PS2,2005,https://youtu.be/h1fTWjpCEI8
2509,Best VGM 2509,Kirby's Fantasy Fountain,Rainbow Resort,NES,LEVEL,World 7: Rainbow Resort,Hirokazu Ando & Jun Ishikawa,NES,1993,https://youtu.be/JXhmth3_yz8
2510,Best VGM 2510,Brigitte: Ernährungs Coach,Daydreaming,DS,MENU,Pause Menu,Unknown,DS,2010,https://youtu.be/8g-p3Tip-AE
2511,Best VGM 2511,Ys VII: Five Dragons of Altago,Mother Earth Altago,PSP,MENU,World Map (Overworld),Ryo Takeshita,PSP / PC,2009,https://youtu.be/tuPFXXfBK8o
2512,Best VGM 2512,Shadow the Hedgehog,Lost Impact,6TH,LEVEL,Lost Impact,Jun Senoue,PS2 / GameCube / Xbox,2005,https://youtu.be/JO5EbXnwtRE
2513,Best VGM 2513,Shigesato Itoi's No. 1 Bass Fishing,Garbage Collecting,SNES,PLAY,Garbage Fishing Minigame,Tadashi Ikegami,SNES,1997,https://youtu.be/YZueuAIAQbs
2514,Best VGM 2514,Opoona,Ancient Ruins,WII,LEVEL,Ancient Ruins,Kimihiro Abe,Wii,2008,https://youtu.be/zl4NxkYRkk4
2515,Best VGM 2515,Ar Tonelico II: Melody of Metafalica,Legend Of The Second Tower,PS2,THEME,Main Theme,Ken Nakagawa,PS2,2007,https://youtu.be/XjShKMnG1lo
2516,Best VGM 2516,Paradise Killer,Paradise (Stay Forever),SWCH,THEME,Main Theme,Barry Topping,Switch / PC,2020,https://youtu.be/0Uw_sxx73bQ
2517,Best VGM 2517,Thunder Force IV,Sand Hell,GEN,LEVEL,Stage 4-A,Takeshi Yoshida & Toshiharu Yamanishi,Genesis,1992,https://youtu.be/MYWR1pHpXOA
2518,Best VGM 2518,Castlevania: Harmony of Dissonance,Successor Of Fate,GBA,THEME,Juste Belmont,Soshiro Hokkai,GBA,2002,https://youtu.be/izsfaVFSA4c
2519,Best VGM 2519,Pokémon Colosseum,Pyrite Town,GC,LEVEL,Pyrite Town,Tsukasa Tawada,GameCube,2003,https://youtu.be/Yu_AEtwXw5c
2520,Best VGM 2520,Paladin's Quest,Naskuot,SNES,MENU,Naskuot ~ World Map (Overworld),Kohei Tanaka,SNES,1992,https://youtu.be/9THCInlpOQ8
2521,Best VGM 2521,Zenses: Ocean,G2 Game,DS,PLAY,Main Gameplay,Manfred Linzner,DS,2008,https://youtu.be/rJoEShmfEtg
2522,Best VGM 2522,Psychonauts,Whispering Rock,6TH,LEVEL,Whispering Rock Summer Camp (1st Hub Area),Peter McConnell,PC / PS2 / Xbox,2005,https://youtu.be/pbNOXz7dIKM
2523,Best VGM 2523,Metroid,Norfair,NES,LEVEL,Norfair,Hirokazu Tanaka,NES,1986,https://youtu.be/n-f0MLTzlc8
2524,Best VGM 2524,Nickelodeon All-Star Brawl,Technodrome Takedown,9TH,LEVEL,Technodrome,Mattias Hakulinen,PC / Switch / PS5 / XBS / PS4 / XB1,2021,https://youtu.be/wxVgVs94s7g
2525,Best VGM 2525,Anodyne 2,Longing,PC,PLAY,Blue Vale ~ Having Received Palisade's Vision,Sean Han Tani,PC / Switch / PS5 / XBS / PS4 / XB1,2019,https://youtu.be/ke2KQ0raxtY
2526,Best VGM 2526,Ridge Racer 6,Lucid Rhythms,PS1,MENU,Main Menus,Tetsukazu Nakanishi,PS1,1998,https://youtu.be/EcTKwrU83V4
2527,Best VGM 2527,Vertical Force,Stage 4,VB,LEVEL,Stage 4,Shoji Tomii & Minoru Endo,Virtual Boy,1995,https://youtu.be/cKwN1o8XsXY
2528,Best VGM 2528,Silent Hill: Homecoming,The Terminal Show,7TH,PLAY,Exploring Shepherd's Glen,Akira Yamaoka,X360 / PS3 / PC,2008,https://youtu.be/wG9GSHdOxfY
2529,Best VGM 2529,Monster Boy: Cursed Kingdom,Deadwood Graveyard,8TH,LEVEL,Deadwood Graveyard,Michiru Yamane,PC / Switch / PS4 / XB1,2018,https://youtu.be/XYWpAY7mrjE
2530,Best VGM 2530,OFF,Soft Breeze,PC,LEVEL,Zone 1: Smoke Mines Of Damien ~ Mines,Alias Conrad Coldwood,PC,2008,https://youtu.be/n_iUvb2zYaQ
2531,Best VGM 2531,Shadow Hearts,Coffin Fetish,PS2,LEVEL,Blue Castle,Yasunori Mitsuda,PS2,2001,https://youtu.be/FyTnAW2VaP4
2532,Best VGM 2532,Evil Night,Stage 4: PATH A,ARC,PLAY,Stage 1 ~ 2nd Half / Stage 4 ~ Path A,"Masayoshi Soken, Yasuhiro Ichihashi & Yuichi Takamine",Arcade,1998,https://youtu.be/dDMlc-ZNUO8
2533,Best VGM 2533,Super Mario Odyssey,Bonneton,SCH,LEVEL,Bonneton,Shiho Fujii,Switch,2017,https://youtu.be/XAfv7jkdTeE
2534,Best VGM 2534,Baroque,One Foot In The Grave,SAT,LEVEL,Gravedigger's Training Stage,Masaharu Iwata,Saturn / PS1 / Switch,1998,https://youtu.be/-2CeyCXlEpw
2535,Best VGM 2535,Castlevania 64,Watchtower,N64,LEVEL,Watchtower / Castle Wall,"Masahiko Kimura, Motoaki Furukawa & Maiko Egawa",N64,1999,https://youtu.be/M0CRbTvsZbQ
2536,Best VGM 2536,Sonic Adventure 2,A Ghost's Pumpkin Soup,DC,LEVEL,Hero Story ~ Pumpkin Hill,Tomoya Ohtani & Hunnid-P,Dreamcast / GameCube,2001,https://youtu.be/l4mBrH_DSeI
2537,Best VGM 2537,Ride Zero,Apocalypse,iOS,BOSS,A Rival Opponent I'm guessing but I have no idea because there's pretty much no Game Footage,M2U x NICODE & Lucy,Mobile,2019,https://youtu.be/PF_yMabxQsA
2538,Best VGM 2538,Breath of Fire,Ancient Ruins,SNES,LEVEL,Stone Robot Interior,Yasuaki Fujita,SNES,1994,https://youtu.be/CVtqEaZ6Ze8
2539,Best VGM 2539,Robots: The Game,Jack Hammer's District [GBA],GBA,LEVEL,Jack Hammer's District,Ian Stocker,GBA,2005,https://youtu.be/54-_9iDBdFY
2540,Best VGM 2540,Elebits,An Elebit State Of Mind?!,WII,LEVEL,Mission 19: An Elebit State Of Mind?!,Naoyuki Sato & Michiru Yamane,Wii,2006,https://youtu.be/7uCrxdVj0S4
2541,Best VGM 2541,Bubble & Squeak,Berry Lagoons [GEN],GEN,LEVEL,Stage 2: Strawberry Lagoon / Stage 4: Raspberry Lagoon,Allister Brimble,Genesis,1994,https://youtu.be/RHITtTpdUNE
2542,Best VGM 2542,The Legend of Zelda: Breath of the Wild,Korok Forest: DAY,SWCH,LEVEL,Korok Forest ~ Day,Manaka Kataoka & Yasuaki Iwata,Switch / Wii U,2017,https://youtu.be/AQjA54oYZQA
2543,Best VGM 2543,Fin Fin on the Magic Planet Teo,Wonder TEO,PC,THEME,Main Theme,Chuji Akagi & Mishio Ogawa,PC,1996,https://youtu.be/-77EpAoGucY
2544,Best VGM 2544,Mega Man 2,Wood Man's Stage,NES,LEVEL,Wood Man's Stage,Takashi Tateishi,NES,1989,https://youtu.be/Ww-OipwzLxw
2545,Best VGM 2545,Fantavision,Into Space [US],PS2,LEVEL,Stage 3 ~ American Version,Ashif Hakik,PS2,2000,https://youtu.be/iFisJiUAd8c
2546,Best VGM 2546,Soma Bringer,"Ordital, The Mobile City",DS,LEVEL,Ordital City,Yasunori Mitsuda,DS,2008,https://youtu.be/9d_EVBqRhjU
2547,Best VGM 2547,Wild Arms 3,Gunmetal Action,PS2,PLAY,Enemy Battles,Michiko Naruke,PS2,2002,https://youtu.be/PFY_dCZCfYo
2548,Best VGM 2548,Skies of Arcadia,Yafutoma Dawn,DC,LEVEL,Yafutoma,Takayuki Maeda,Dreamcast / GameCube,2000,https://youtu.be/2jyFe0PVJow
2549,Best VGM 2549,Shadowgate: Trials of the Four Towers,Lakmir's Tower,N64,LEVEL,Lakmir's Tower,Saori Kobayashi,N64,1999,https://youtu.be/VGslydprLCc
2550,Best VGM 2550,Roommania #204,Where Is Smiley?,PS2,SCENE,Ending ~ Online Chat,Serani Poji,PS2,2003,https://youtu.be/WsZfGVKc7dk
2551,Best VGM 2551,Klonoa 2: Lunatea's Veil,Path Of Goddess Claire,PS2,LEVEL,La-Lakoosha ~ Normal,Kanako Kakino,PS2,2001,https://youtu.be/Akm1NFEMgW0
2552,Best VGM 2552,Donkey Kong Country: Tropical Freeze,Alpine Incline: LOWLANDS,WIIU,PLAY,World 2: Autumn Heights ~ Stage 5: Alpine Incline ~ 1st Half of the Level,David Wise,Wii U / Switch,2014,https://youtu.be/ePA9yX9AStQ
2553,Best VGM 2553,The Three-Eyed One Fights Back!,Caves,NES,PLAY,Stage 1 ~ 2nd Half of the Level,Hiroyuki Iwatsuki,NES,1992,https://youtu.be/O-nYd1XIPJc
2554,Best VGM 2554,Madagascar Kartz,Championship 3B,7TH,PLAY,Championship Races,Rod Abernethy,Wii / PS3 / X360,2009,https://youtu.be/KesjD-5lz9c
2555,Best VGM 2555,Suikoden II,Let's Climb That Hill,PS1,LEVEL,Muse City,Miki Higashino,PS1,1999,https://youtu.be/7Ls7ZgoMX1Q
2556,Best VGM 2556,Snowboard Kids,Night Highway [PS1],PS1,LEVEL,Night Highway,Isao Kasai & Tomohiko Satou,PS1,1999,https://youtu.be/A1lLmUxM_KY
2557,Best VGM 2557,Star Wars: Shadows of the Empire,Asteroid Field,N64,LEVEL,Stage 3: Asteroid Field,Joel McNeely,N64 / PC,1996,https://youtu.be/ecHpsGS6MDU
2558,Best VGM 2558,Final Fantasy Tactics,Antidote,PS1,LEVEL,Goland Coal City (Save Olan!),Hitoshi Sakimoto,PS1 / PSP,1997,https://youtu.be/H5cUqDt7MqE
2559,Best VGM 2559,Pokémon Red / Blue / Yellow,Cerulean City,GB,LEVEL,Cerulean City,Junichi Masuda,Gameboy,1996,https://youtu.be/Lpz1-jpgrNo
2560,Best VGM 2560,CrossCode,Bergen Village,PC,LEVEL,Bergen Village,Deniz Akbulu,PC / Switch / PS4 / XB1,2018,https://youtu.be/WdWfXGtgvE0
2561,Best VGM 2561,Animal Crossing: New Leaf,Toy Day,3DS,PLAY,Exploring the Village on Toy Day (Christmas Eve),"Manaka Kataoka, Atsuko Asahi & Kazumi Totaka",3DS,2012,https://youtu.be/-VZTDKts5ec
2562,Best VGM 2562,World of Warcraft,Elwynn Forest,PC,LEVEL,Elwynn Forest,"Jason Hayes, Tracy Bush, Derek Duke & Glenn Stafford",PC,2004,https://youtu.be/r_SbVSpdKRY
2563,Best VGM 2563,Donkey Kong Country 3: Dixie Kong's Double Trouble!,Northern Kremisphere,SNES,MENU,World Map,Eveline Fischer,SNES,1996,https://youtu.be/zRY1-uq1RFs
2564,Best VGM 2564,Super Mario Kingdom,File Select,N64,MENU,File Select,Koji Kondo,N64 / NDS,1996,https://youtu.be/-yIHfZZOs_Y
2565,Best VGM 2565,Shenmue,Memories Of Distant Days,DC,SCENE,Hazuki Residence ~ Ryo flashbacks to spending time with his Father,Osamu Murata,Dreamcast,1999,https://youtu.be/SAVKpW5YjxA
2566,Best VGM 2566,Columns III,Column Dive,GEN,SCENE,Staff Credits,Morihiko Akiyama,Genesis,1993,https://youtu.be/MOuofLrmfPw
2567,Best VGM 2567,Mushihimesama Futari,Sea Of Frozen Crystals,ARC,LEVEL,Stage 2,Kimihiro Abe,Arcade / X360 / Mobile,2007,https://youtu.be/9ABdJw_vndM
2568,Best VGM 2568,Mario Kart 8,Sunshine Airport,WIIU,LEVEL,Sunshine Airport,Atsuko Asahi,Wii U / Switch,2014,https://youtu.be/05LOFKPwrZY
2569,Best VGM 2569,Lost Judgement,Dig In Your Heels,9TH,BOSS,FINAL BOSS ~ Jin Kuwana,83key & Chihiro Aoki,PS5 / XBS / PS4 / XB1,2021,https://youtu.be/2E73QohdX70
2570,Best VGM 2570,The Legend of Dragoon,Wingly City,PS1,LEVEL,Wingly Forest / Ulara,Dennis Martin,PS1,2000,https://youtu.be/Mn_qEM6HIe0
2571,Best VGM 2571,Kirby's Air Ride,Sky Sands,GC,LEVEL,Sky Sands,Shogo Sakai,GameCube,2003,https://youtu.be/4G44eP_HZok
2572,Best VGM 2572,Christiane Stengers Gedächtnis-Coach,Memory Test,DS,PLAY,Memory Test,???,DS,2012,https://youtu.be/7DPUWY-Qydg
2573,Best VGM 2573,Rune Factory Frontier,Whale Island: OUTSIDE,WII,LEVEL,Whale Island ~ Outside,Tomoko Morita,Wii,2008,https://youtu.be/Qmwc2XM-MXs
2574,Best VGM 2574,PilotWings,Hang Glider,SNES,PLAY,Hang Glider,Soyo Oka,SNES,1990,https://youtu.be/QEe25A3gSfs
2575,Best VGM 2575,Star Ocean IV: The Last Hope,Blood On The Keys,X360,PLAY,Enemy Battles,Motoi Sakuraba,X360 / PS3 / PS4 / PC,2009,https://youtu.be/jlhgsRXpCtY
2576,Best VGM 2576,Doshin the Giant,The Island Of Memory,GC,PLAY,Native Village Music,Tatsuhiko Asano,64DD / GameCube,1999,https://youtu.be/J3aG06X2UyQ
2577,Best VGM 2577,Zeiram: Hyper Iria,Tower,SNES,LEVEL,Stage 1: Tower,"Kiyotaka Satou, Shintarou Hirakawa & Nobuhiro Makino",SNES,1995,https://youtu.be/6Vce-7q-GPY
2578,Best VGM 2578,The Legend of Zelda: Twilight Princess,Ookkoo Nest,WII,LEVEL,Ookkoo Nest (Forest Temple),"Toru Minegishi, Asuka Ohta, Koji Kondo & Mahito Yokota",GameCube / Wii / Wii U,2006,https://youtu.be/Y7EH02Mrc4A
2579,Best VGM 2579,Iridion,Dogfight Above The Pacific Ocean,GBA,LEVEL,Stage 2,Manfred Linzner,GBA / PC,2001,https://youtu.be/bfAs3UGBeKg
2580,Best VGM 2580,Celeste,Confronting Myself,8TH,BOSS,FINAL BOSS ~ Badeline,Lena Raine,PC / Switch / PS4 / XB1,2018,https://youtu.be/nohwgWqzR1M
2581,Best VGM 2581,Croc 2,Inca Village Hub [GBC],GBC,LEVEL,Inca Village Hub,Kinuyo Yamashita & Iku Mizutani,Game Boy Color,2001,https://youtu.be/QgSrLvVsjHg
2582,Best VGM 2582,Paper Mario: The Thousand-Year Door,X-Naut Fortress,GC,LEVEL,Chapter 7: X-Naut Fortress,Yoshito Hirano & Yuka Tsujiyoko,GameCube,2004,https://youtu.be/jbSHnFsZoiw
2583,Best VGM 2583,Bug Fables,Store That Honey,PC,LEVEL,Chapter 3: Honey Factory,Tristan Alric,PC / Switch / PS4 / XB1,2019,https://youtu.be/8lMIEz_M77Q
2584,Best VGM 2584,Environmental Station Alpha,Spinning Dandelion,PC,LEVEL,Jungle Sector,Roope Makinen,PC,2015,https://youtu.be/FUyDajm_m9I
2585,Best VGM 2585,Death's Door,The Stranded Sailor,XSX,LEVEL,The Stranded Sailor,David Fenn,PC / Switch / PS5 / XBS / PS4 / XB1,2021,https://youtu.be/IDqgYC5rJJM
2586,Best VGM 2586,Loop Hero,Loop Blues,PC,PLAY,Exploring the Overworld,Aleksandr Goreslavets,PC / Switch,2021,https://youtu.be/t0M7up8Pd4Y
2587,Best VGM 2587,It Takes Two,Audio Surf,9TH,PLAY,The Attic ~ Surfing The Audio Cable,Gustaf Grefberg,PC / PS5 / XBS / PS4 / XB1,2021,https://youtu.be/i2pAeLYYewU
2588,Best VGM 2588,Metroid Dread,Cataris,SWCH,LEVEL,Cataris,"Kenji Yamamoto, Soshi Abe & Sayako Doi",Switch,2021,https://youtu.be/4emAMSzaPnA
2589,Best VGM 2589,Everhood,Feisty Flowers,SWCH,BOSS,The Shopkeeper,Cazok,PC / Switch,2021,https://youtu.be/MvUfkxaXKMU
2590,Best VGM 2590,Chicory,Gulp Swamp,PS5,LEVEL,Gulp Swamp,Lena Raine,PC / PS5 / PS4 / Switch,2021,https://youtu.be/ichQ7yWLSp4
2591,Best VGM 2591,Inscryption,The Scrybe Of Magicks,PC,BOSS,Magnificus,Jonah Senzel,PC,2021,https://youtu.be/Mpsq2lzAtlA
2592,Best VGM 2592,Sable,The Ewer: DAY,XSX,LEVEL,The Ewer ~ Daytime,Japanese Breakfast,PC / XBS / XB1,2021,https://youtu.be/kNLuesB1Efg
2593,Best VGM 2593,Ocean's Heart,Spruce Head,PC,LEVEL,Spruce Head,Max Mraz,PC / Switch,2021,https://youtu.be/i6O9rqjCEj8
2594,Best VGM 2594,Ender Lilies,North,9TH,LEVEL,Outside The Castle,Mili,PC / Switch / PS5 / XBS / XB1,2021,https://youtu.be/zfdmRoZsWrc
2595,Best VGM 2595,Pop'n Music 8,Silent Green,PS2,PLAY,Silent Green,Yukie Sasara & Yoichi Hayashi,Arcade / PS2,2002,https://youtu.be/m1jhgVr_kvc
2596,Best VGM 2596,Sonic Lost Hex,Yoshi's Island,WIIU,LEVEL,DLC Zone ~ Yoshi's Island,Tomoya Ohtani,Wii U,2013,https://youtu.be/LBYitRnoJWs
