SD BVGM #,First Eng Title,Stylish Game Title,Track Title,Console,Track Type,Location,,
2268,Mario Super Stars,Mario Super Stars,Here's Some Weapons!,SNES,LEVEL,Rose Town ~ Under Attack By Arrows / Seaside Town ~ Fake Toad Invasion,,
2269,Roommania #203,Roommania #203,spiral da hi!,DC,SCENE,Staff Credits,,
2270,Grandia II,Grandia II,Carbo Choir,DC,LEVEL,Carbo Village,,
2271,The Last Of Us,The Last Of Us,Main Theme,PS3,THEME,Main Theme,,
2272,Crypt of the NecroDancer,Crypt of the NecroDancer,Portabellohead,PC,LEVEL,Stage 2-3,,
2273,Castlevania III: Dracula's Curse,Castlevania III: Dracula's Curse,Aquarius,NES,LEVEL,Sunken Temple / Castle Courtyard,,
2274,Xanadu Next,Xanadu Next,The Treacherous Woods,PC,LEVEL,Trechier Woods,,
2275,Dark Souls III,Dark Souls III,Abyss Watchers,8TH,BOSS,Abyss Watchers,,
2276,Final Fantasy IV,Final Fantasy IV,Main Theme,SNES,THEME,Main Theme,,
2277,Dragon Quest V: Hand of the Heavenly Bride,Dragon Quest V: Hand of the Heavenly Bride,Heaven,SNES,LEVEL,Heaven's Above Abbey,,
2278,The Legend of Zelda: Ocarina of Time,The Legend of Zelda: Ocarina of Time,Lost Woods,N64,LEVEL,Lost Woods,,
2279,NieR: Automata,NieR: Automata,End Of The Unknown,PS4,BOSS,Adam & Eve,,
2280,Professor Layton and the Curious Village,Professor Layton and the Curious Village,Puzzles,DS,PLAY,Solving Puzzles,,
2281,The Amber Throne,The Amber Throne,The Pretentious Ones,PC,LEVEL,Karra Village,,
2282,Undertale,Undertale,Waterfall,PC,LEVEL,Waterfall,,
2283,Grounseed,Grounseed,A Long Time Ago,PC,LEVEL,Legendary Ruins,,
2284,Pokémon Bronze / Silver / Gold,Pokémon Bronze / Silver / Gold,Azalea Town,GBC,LEVEL,Azalea Town / Blackthorn City,,
2285,Tekken Tag Tournament 2,Tekken Tag Tournament 2,Night Falls,PS3,SCENE,Staff Credits,,
2286,Nintendo eShop,Nintendo eShop,Main Theme (January 2014),3DS,THEME,Main Theme ~ January 2014,,
2287,Bomberman Global 2,Bomberman Global 2,Planet Select,N64,MENU,Planet Select,,
2288,Ace Attorney: Trials & Tribulations,Ace Attorney: Trials & Tribulations,Bitter Taste Of The Truth,GBA,SCENE,Bridge to the Turnabout ~ Godot guilts Phoenix about Mia's Death,,
2289,Neon Drive,Neon Drive,City,9TH,LEVEL,Stage 1,,
2290,Mystic Quest,Mystic Quest,City Of Forest,SNES,LEVEL,Foresta,,
2291,Metroid Origins OR,Metroid Origins OR,"Area 3, Sector 1",3DS,LEVEL,"Area 3, Sector 1",,
2292,Mario Charged Strikers,Mario Charged Strikers,Classroom,WII,PLAY,School Tutorials,,
2293,Punch Club,Punch Club,Prison,PC,LEVEL,Prison,,
2294,Ecco: Defender of the Future,Ecco: Defender of the Future,Sun Fall,DC,LEVEL,Perils Of The Coral Reef,,
2295,Minecraft,Minecraft,Blind Spots,PC,THEME,Unused,,
2296,Transplant,Transplant,Title Theme,AGA,MENU,Title Screen,,
2297,Astro Boy: Edge of Time,Astro Boy: Edge of Time,Governing Equation,iOS,PLAY,Main Gameplay,,
2298,The Legend of Zelda: Link's Awakening,The Legend of Zelda: Link's Awakening,Mysterious Forest,GBC,LEVEL,Mysterious Forest,,
2299,Bloodstained: Ritual of the Night,Bloodstained: Ritual of the Night,Forgotten Jade,8TH,LEVEL,Forbidden Underground Waterway,,
2300,Dragon Quest XI: Echoes Of An Elusive Age,Dragon Quest XI: Echoes Of An Elusive Age,Adventure (DQ3),PS4,LEVEL,ACT 3: Champs Sauvage ~ Whale Way Station,,
2301,Legend of the DonzelDancer,Legend of the DonzelDancer,Windmill Hut (Intense),SWCH,PLAY,Windmill Hut ~ Activating The Windmill,,
2302,Animal Crossing: New Leaf,Animal Crossing: New Leaf,4AM,3DS,PLAY,Exploring the Village at 4-5AM,,
2303,Octopath Traveler,Octopath Traveler,"Tressa, The Merchant",SWCH,THEME,Tressa,,
2304,Wild Arms 2,Wild ARMs 2,Departure,PS1,SCENE,Lilka departs from Meria Village,,
2305,Sonic Unleashed,Sonic Unleashed,Holoska: NIGHT,7TH,LEVEL,Holoska ~ Hedgewolf's Acts (Night),,
2306,Jurassic Park: The Game,Jurassic Park: The Game,Gallimimus Gallop,SNES,PLAY,Building & River Areas,,
2307,Pokémon Diamond / Pearl / Onyx,Pokémon Diamond / Pearl / Onyx,Oreburgh City: NIGHT,DS,LEVEL,Oreburgh City ~ Night,,
2308,Subnautica,Subnautica,Into The Unknown,8TH,PLAY,Swimming deep beneath the Ocean with Leviathan Lifeforms nearby,,
2309,Chrono Cross,Chrono Cross,Time's Grasslands,PS1,MENU,Home World ~ World Map,,
2310,Magicians & Looters,Magicians & Looters,The Valley,PC,LEVEL,The Valley,,
2311,Xenogears,Xenogears,Light From The Netherworld,PS1,SCENE,Opening,,
2312,Shovel Knight,Shovel Knight,The Requiem Of Shield Knight,8TH,PLAY,Post-Boss Bonus Games ~ Catch Shield Knight!,,
2313,Hollow Knight,Hollow Knight,Kingdom's Edge,8TH,LEVEL,Kingdom's Edge,,
2314,Super Mario Odyssey,Super Mario Odyssey,"New Donk City, Day",SWCH,LEVEL,New Donk City ~ Normal,,
2315,Castlevania: Bloodlines,Castlevania: Bloodlines,Sinking Old Sanctuary,GEN,LEVEL,Stage 2: Atlantis Shrine,,
2316,The World Ends With You,The World Ends With You,Calling,DS,PLAY,Week 1 (Shiki's Week) ~ Exploring Shibuya,,
2317,Anodyne 2,Anodyne 2,Center City Cenote,PC,LEVEL,Center City Cenote,,
2318,Ori and the Blind Forest,Ori and the Blind Forest,Riding The Wind,XB1,LEVEL,Valley of the Wind / Sorrow Pass,,
2319,The Sims: Bustin' Out,The Sims: Bustin' Out,Prison [GBA],GBA,LEVEL,Prison,,
2320,Deltarune,Deltarune,Hip Shop,PC,MENU,Hip Shop,,
2321,We ♥ Katamari,We ♥ Katamari,Houston,PS2,LEVEL,Chapter 1 ~ Clean Up The Room / Chapter 2 ~ Rolling Underwater,,
2322,Super Mario Vista 2,Super Mario Vista 2,Chainlink Charge,WIIU,LEVEL,World 3-2: Chainlink Charge,,
2323,Xenoblade,Xenoblade,Makna Forest: DAY,WII,LEVEL,Makna Forest ~ Day,,
2324,Dragon Ball Z: Harakanaru Densetsu,Dragon Ball Z: Harakanaru Densetsu,Frieza's Ship,DS,LEVEL,Frieza's Ship,,
2325,Persona 4,Persona 4,I'll Face Myself In Battle,PS2,BOSS,Boss Battles,,
2326,Spongebob Squarepants: Supersponge!,Spongebob Squarepants: Supersponge!,Oil Rig,PS1,LEVEL,Chapter 5: Industrial ~ Jellyfish Fields / Oil Rig,,
2327,StarFox Wars,StarFox Wars,StarWolf,N64,BOSS,StarWolf,,
2328,Dragon Quest VIII: Journey of the Cursed King,Dragon Quest VIII: Journey of the Cursed King,Remembrances…,PS2,LEVEL,Cursed Trodain,,
2329,Even The Ocean,Even The Ocean,"Earth Geome, The Great Beast",SWCH,THEME,The Earth Geome,,
2330,CrossCode,CrossCode,Sapphire Ridge,PC,LEVEL,Sapphire Ridge,,
2331,Mario Kart 64,Mario Kart 64,Bro Raceways,N64,LEVEL,Luigi Circuit / Mario Circuit,,
2332,The Legend of Zelda: Link's Reawakening,The Legend of Zelda: Link's Reawakening,Face Shrine,SWCH,LEVEL,Face Shrine,,
2333,Fez,Fez,Love,X360,LEVEL,Secret Heart Room,,
2334,Final Fantasy IX,Final Fantasy IX,Black Mage Village,PS1,LEVEL,Black Mage Village,,
2335,Wild Arms 5,Wild ARMs 5,"A Vast Plain, Under That Sky",PS2,MENU,Filgaia ~ World Map (Overworld),,
2336,Super Mario Bros. 2,Super Mario Bros. 2,Ending,NES,SCENE,Ending & Credits,,
2337,Kirby's Rainbow Paintbrush,Kirby's Rainbow Paintbrush,Final Battle,WIIU,BOSS,FINAL BOSS ~ Concrete Matter,,
2338,Koudelka,Koudelka,Dead,PS1,SCENE,"Koudelka & Edward drink Alcohol while waiting for James, where Koudelka mourns her Childhood",,
2339,Chrono Trigger,Chrono Trigger,Factory Ruins,SNES,LEVEL,2500 A.D. ~ Factory Ruins,,
2340,Bloodborne,Bloodborne,The First Hunter,PS4,BOSS,FINAL BOSS ~ Gehrman,,
2341,Contact,Contact,Caldoaxa: OUTSIDE,DS,LEVEL,Caldoaxa ~ Outside,,
2342,Kingdom Hearts II,Kingdom Hearts II,Sinister Sundown,PS2,PLAY,Twilight Town ~ Roxas' Battles,,
2343,Intelligent Qube,Intelligent Qube,The 1st Tide,PS1,LEVEL,1st Stage / 5th Stage,,
2344,Sonic Forces,Sonic Forces,Ghost Town,8TH,LEVEL,Suburban Invasion ~ Classic Sonic's Act (Ghost Town),,
2345,Final Fantasy VI,Final Fantasy VI,Phantom Train,SNES,LEVEL,Phantom Train,,
2346,Banjo-Kazooie,Banjo-Kazooie,Inside The Church,N64,LEVEL,Mad Monster Mansion ~ Church,,
2347,Silent Hill 3,Silent Hill 3,Walk On Vanity Ruins,PS2,SCENE,Heather comes across Douglas Cartland again in the Central Square Mall,,
2348,Resident Evil 4,Resident Evil 4,Regenerators,GC,PLAY,Chapter 5-1 ~ In the Presence of Regenerators,,
2349,Lisa The Painful,Lisa The Painful,Summer Love,PC,LEVEL,Overworld ~ Tutorial Area,,
2350,Persona 5,Persona 5,Ideal And The Real,PS4,THEME,Dr. Takuto Maruki,,
2351,Disco Elysium,Disco Elysium,Whirling-In-Rags Hotel: DAY,PC,LEVEL,Whirling-In-Rags Hotel ~ Day,,
2352,Pokémon SoulSilver / HeartGold,Pokémon SoulSilver / HeartGold,National Park,DS,LEVEL,National Park,,
2353,Mother 3,Mother 3,Resolve (Gum Guy Recommends),GBA,PLAY,Chapter 5: Dur-T Café ~ Playing the Jukebox after listening to the Gum Chewer's Recommendation,,
2354,Threads of Fate,Threads of Fate,"Rocky Mountain, Sky Garden",PS1,LEVEL,Raging Mountain,,
2355,Mega Man 11,Mega Man 11,Farewell To Ballade,7TH,LEVEL,Ballade's Stage (Special Stage 3),,
2356,The Legend of Zelda: Breath of the Wild,The Legend of Zelda: Breath of the Wild,Rito Village: DAY,SWCH,LEVEL,Rito Village ~ Day,,
2357,Sprint Vector,Sprint Vector,Intergalactica,PS4,MENU,Main Menu Hub Area,,
2358,Waterworld: The Game,Waterworld: The Game,Shop,SNES,MENU,Shop,,
2359,Baba Is You,Baba Is You,Water Is Sink,PC,LEVEL,The Lake,,
2360,Metroid Prime,Metroid Prime,Parasite Queen Battle,GC,BOSS,Parasite Queen,,
2361,Asterix and the Solo Rescue,Asterix and the Solo Rescue,Rome [GB],GB,LEVEL,Act 4: Rome,,
2362,Breath of Fire II,Breath of Fire II,We're Rangers,SNES,MENU,World Map (Overworld),,
2363,Mario Kart U,Mario Kart U,Animal Crossing: WINTER,WIIU,LEVEL,Animal Crossing ~ Winter Variant,,
2364,Tales of Symphonia 2,Tales of Symphonia 2,A Snow Light,WII,LEVEL,Flanoir,,
2365,Undertale,Undertale,Forestbite,PC,LEVEL,Forestbite (Snowdin Forest),,
2366,Pokémon Explorers Dungeon,Pokémon Explorers Dungeon,Sky Peak's Snowfield,DS,LEVEL,Sky Peak ~ Snowfield,,
2367,Croc,Croc,Snow Island 3,PS1,LEVEL,World 2: Snow Island ~ Stage 3,,
2368,Super Mario Vista 2,Super Mario Vista 2,Snowball Park,WIIU,LEVEL,World 3-1: Snowball Park,,
2369,Final Fantasy X,Final Fantasy X,Tidus' Theme,PS2,THEME,Tidus,,
2370,Mighty Switch Force 2!,Mighty Switch Force 2!,Rescue Girl,3DS,SCENE,Staff Credits,,
2371,Castlevania: Dawn of Sorrow,Castlevania: Dawn of Sorrow,Pitch Black Intrusion,GBA,LEVEL,Lost Village,,
2372,Emil Chronicle,Emil Chronicle,Seeker Of The Abyss,PC,PLAY,Special Events ~ Empty Abyss / Illusionary Abyss,,
2373,Celeste,Celeste,Resurrections,8TH,PLAY,Dream World ~ Blocks Inactive,,
2374,Double Dragon 2,Double Dragon 2,Lumber Stockhouse [ARC],ARC,LEVEL,Mission 2: Lumber Stockhouse,,
2375,Kirby's Crystal Shards,Kirby's Crystal Shards,Quiet Forest,N64,LEVEL,World 1: Pop Star ~ Stage 2,,
2376,7th Dragon,7th Dragon,Swords Bursting,DS,PLAY,Enemy Battles,,
2377,Lost Odyssey,Lost Odyssey,Great Ruins Of The East,X360,LEVEL,Northern Cape,,
2378,Radiant Historia,Radiant Historia,Beyond The Wilderness,DS,LEVEL,Lazvil Hills,,
2379,Maple Story,Maple Story,Missing You,PC,LEVEL,Ellinia,,
2380,NieR: Automata,NieR: Automata,Emil (Despair),PS4,BOSS,EXTRA BOSS ~ Emil,,
2381,Tetris 99,Tetris 99,School 99,SWCH,PLAY,School ~ 99-50 Players,,
2382,Gato Roboto,Gato Roboto,Landing Site,SWCH,LEVEL,Landing Site,,
2383,Remnant From The Ashes,Remnant From The Ashes,Yaesha,8TH,BOSS,Yaesha,,
2384,The Touryst,The Touryst,Underwater Diving,SWCH,PLAY,Underwater Diving,,
2385,Astral Chain,Astral Chain,Yoseph Calvert,SWCH,THEME,Yoseph Calvert,,
2386,Blasphemous,Blasphemous,Arpegios En Ocre,8TH,LEVEL,Desecrated Cistern,,
2387,Anodyne 2,Anodyne 2,Pastel Horizon,PC,LEVEL,8-Bit World ~ Pastel Horizon,,
2388,Bloodstained: Ritual of the Night,Bloodstained: Ritual of the Night,Gears Of Fortune,8TH,LEVEL,Tower Of Twin Dragons,,
2389,Resident Evil 2 RElived,Resident Evil 2 RElived,Last Judgement,PS4,BOSS,T-103 (Mr. X),,
2390,The Legend of Zelda: Link's Reawakening,The Legend of Zelda: Link's Reawakening,Mabe Village,SWCH,LEVEL,Mabe Village,,
2391,Disco Elysium,Disco Elysium,Phasmid,PC,SCENE,Phasmid's Identity Reveal,,
2392,Control,Control,Metamorphosis,8TH,,,,
2393,A Short Hike,A Short Hike,Somewhere In The Woods (Short Hike),PC,PLAY,Hiking in the Forest Outskirts,,
2394,The Outer Wilds,The Outer Wilds,Main Theme,8TH,THEME,Main Theme,,
2395,Sekiro,Sekiro,Divine Dragon,8TH,BOSS,Divine Dragon,,
2396,Super Mario Galaxy,Super Mario Galaxy,Debris Spaceyard,WII,LEVEL,Debris Spaceyard (Spacejunk Galaxy),,
2397,Sleepwalker,Sleepwalker,Construction Site [CD32],CD32,LEVEL,Stage 4: Construction Site,,
2398,Final Fantasy VII,Final Fantasy VII,Bombing Mission,PS1,SCENE,Opening Bombing Mission,,
2399,Ragnarok Online 2,Ragnarok Online 2,Sailing,PC,THEME,"Unused ~ The Sailing Theme most likely, but was removed from the Legend Of The Second Version",,
2400,Animal Crossing: Island Horizons,Animal Crossing: Island Horizons,Shop Closing,SCH,PLAY,Nook's Crannies ~ Past Opening Hours,,
2401,Earthbound,Mother 2,Because I Love You,SNES,PLAY,Epilogue ~ Exploring the World after defeating the Final Boss,,
2402,Metal Masters,Metal Masters,Metal Beat,GB,SCENE,Intro,,
2403,Castlevania: Symphony of the Night,Castlevania: Symphony of the Night,Rainbow Cemetery,PS1,LEVEL,Catacombs,,
2404,Shadow of the Colossus,Shadow of the Colossus,In Awe Of The Power,PS2,BOSS,Gaius / Hydrus / Pelagia / Phalanx,,
2405,Paper Mario,Paper Mario,Goomba Village,N64,LEVEL,Goomba Village,,
2406,Ape Escape: Pumped & Primed,Ape Escape: Pumped & Primed,Rival Battle!,PS2,BOSS,Jake,,
2407,Monster Boy: Cursed Kingdom,Monster Boy: Cursed Kingdom,Misty Woods,8TH,LEVEL,Misty Woods,,
2408,Skies of Arcadia,Skies of Arcadia,Blue Rogues' Ship,DC,PLAY,Sailing the Blue Rogues' Ship in the Skies,,
2409,Final Fantasy VII-R,Final Fantasy VII-R,Under The Rotting Pizza,PS4,LEVEL,Sector 5 Slums,,
2410,Treasure Hunter G,Treasure Hunter G,Surrounded By Forest,SNES,LEVEL,Irato Forest,,
2411,Street Fighter VS X-Men,Street Fighter VS X-Men,Wolverine's Theme,SAT,THEME,Wolverine,,
2412,Ori and the Will o' Wisps,Ori and the Will o' Wisps,Luma Pools,XB1,LEVEL,Luma Pools,,
2413,Mega Man 5,Mega Man 5,Gravity Man's Stage,NES,LEVEL,Gravity Man's Stage,,
2414,Harvest Moon: Magical Melody,Harvest Moon: Magical Melody,Fall,GC,PLAY,Autumn Time,,
2415,Trials of Mana Remake,Trials of Mana Remake,Nuclear Fusion,PS4,BOSS,Full Metal Hugger,,
2416,Roommania #204,Roommania #204,LOVELABOR,PS2,SCENE,Chapter 1 ~ Staff Credits,,
2417,F-Zero GX,F-Zero GX,Rolling Turtle,GC,THEME,QQQ,,
2418,Tetris Magic,Tetris Magic,Big Bad Wolf's Theme,PS1,THEME,Big Bad Wolf,,
2419,Final Fantasy V,Final Fantasy V,Main Theme,SNES,THEME,Main Theme,,
2420,Bomberman World,Bomberman World,Planet Forest,PS1,LEVEL,Snakebomber,,
2421,Super Mario Odyssey,Super Mario Odyssey,"Dry Shore, Bubblaine",SWCH,LEVEL,Bubblaine ~ Above the Water's Surface,,
2422,Crystal Beans,Crystal Beans,Skullish Maze,SNES,LEVEL,Skullish Maze,,
2423,Pop'n Music SP,Pop'n Music SP,Attack In The Minor Key,ARC,PLAY,Attack In The Minor Key,,
2424,Suikoden,Suikoden,Main Theme (Ensemble),PS1,THEME,"Main Theme ~ Played at the ""Fix The Hero"" Event",,
2425,Donkey Kong Country: Donkey's Kong Caper,DK Country: Donkey's Kong Caper,Simian Segue,SNES,MENU,World Map,,
2426,Xenoblade: Resharpened,Xenoblade: Resharpened,Bionis' Shoulder,SWCH,LEVEL,Future Connected DLC ~ Bionis' Shoulder,,
2427,Sega Rally,Sega Rally,"My Dear Friend, Rally",SAT,SCENE,Practice Mode ~ Ending,,
2428,Vernal Edge,Vernal Edge,Title Theme,9TH,MENU,Title Screen,,
2429,Castlevania: Curse of Darkness,Castlevania: Curse of Darkness,Eneomaos Machine Tower,PS2,LEVEL,Eneomaos Machine Tower,,
2430,Power Rangers: Fighting Force,Power Rangers: Fighting Force,Data Zone,SNES,LEVEL,Data Zone,,
2431,Silent Hill 2,Silent Hill 2,The Reverse Will,PS2,SCENE,Rebirth Ending,,
2432,Mario Kart WII,Mario Kart WII,DK Summit,WII,LEVEL,DK Summit,,
2433,Headlander,Headlander,The Fondlarium,8TH,LEVEL,The Fondlarium,,
2434,The Legend of Zelda: Majora's Mask,The Legend of Zelda: Majora's Mask,Astral Observatory,N64,LEVEL,Clock Town ~ Astral Observatory,,
2435,Killer7,Killer7,Tecks Mecks,GC,LEVEL,Ulmeyda InterCity (Chapter 2: Cloudman),,
2436,Dragon Quest VI: Realms of Revelation,Dragon Quest VI: Realms of Revelation,At The Palace,SNES,LEVEL,Somnia Palace / Arkbolt Castle / Howcastle,,
2437,YU-NO,YU-NO,Fate,PC98,SCENE,Prologue ~ Kozo Ryuzouji holds a Gun on Atsushi Hojo demanding he hand over the Reflector Device,,
2438,Wild Arms,Wild ARMs,Hope,PS1,LEVEL,Surf Village,,
2439,Mother,Mother,Pollyanna,NES,PLAY,Navigating the Overworld with just Ninten,,
2440,Cosmic Star Heroine,Cosmic Star Heroine,Over The Edge,PS4,LEVEL,Nuluup Waterfall,,
2441,Donkey Kong Country: Tropical Freeze,DK Country: Tropical Freeze,Alpine Incline: PEAKS,WIIU,PLAY,World 2: Autumn Heights ~ Stage 5: Alpine Incline ~ 2nd Half of the Level,,
2442,Jimmy and the Pulsating Mass,Jimmy and the Pulsating Mass,Motion Sickness,PC,PLAY,Homeflower Continent ~ Enemy Battles,,
2443,Breath of Fire III,Breath of Fire III,My Favourite Trick,PS1,LEVEL,Momo's Tower,,
2444,Captain Rainbow,Captain Rainbow,Daytime 2,WII,PLAY,Exploring the Island at Daytime,,
2445,CrossCode,CrossCode,Temple Mine,PC,LEVEL,Temple Mine,,
2446,Pokémon Sword / Shield,Pokémon Sword / Shield,Route 1,SWCH,LEVEL,Route 1,,
2447,Earthbound,Mother 2,Bad Dream / Opening Credits,SNES,SCENE,Game Over / Intro,,
2448,Shovel Knight,Shovel Knight,The Buzz In The Grotto,8TH,LEVEL,King Of Cards DLC ~ Troupple Pond,,
2449,Mister Mosquito,Mister Mosquito,Bossa 1,PS2,LEVEL,Stage 4: The Daughter in the Bathroom,,
2450,The Legend of Zelda: Skyward Sword,The Legend of Zelda: Skyward Sword,Romance Is In The Air,WII,SCENE,Link & Zelda fly together after Link wins the Wing Ceremony at Skyloft,,
2451,Hades,Hades,Out Of Tartarus,PC,PLAY,Starting Few Rooms of Tartarus,,
2452,Animal Crossing: Island Horizons,Animal Crossing: Island Horizons,7PM,SWCH,PLAY,Exploring the Island at 7-8PM,,
2453,Mortal Shell,Mortal Shell,Deep Roots,8TH,PLAY,Eternal Narthax ~ Entrance,,
2454,Art of Rally,Art of Rally,Sprint,PC,PLAY,Main Gameplay,,
2455,Spiritfarer,Spiritfarer,Last Voyage,8TH,PLAY,Stella's Last Voyage,,
2456,Ori and the Will o' Wisps,Ori and the Will o' Wisps,Shriek & Ori,XB1,BOSS,FINAL BOSS ~ Shriek,,
2457,Fenyx Rising,Fenyx Rising,Heart Of The Hero,9TH,THEME,Main Theme,,
2458,The Worst Of Us,The Worst Of Us,Chasing A Rumor,PS4,SCENE,Abby & Lev get a Radio Contact with Other Fireflies from Catalina Island after sparing Ellie & Dina,,
2459,Final Fantasy VII-R,Final Fantasy VII-R,Collapsed Expressway,PS4,LEVEL,Sector 6 Slums ~ Collapsed Expressway,,
2460,Half-Life: Black Mesa,Half-Life: Black Mesa,Entangled,PC,PLAY,Chapter 15: Xen ~ Entering The Jungle Area,,
2461,Paper Mario: Origami King,Paper Mario: Origami King,Origami Castle,SWCH,LEVEL,Origami Castle,,
2462,Mañanitos Bollycao: The Morning Adventure,Mañanitos Bollycao: The Morning Adventure,Stage Theme,GBA,PLAY,Main Gameplay,,
2463,Touch My Katamari,Touch My Katamari,Katamari Exotica,VITA,LEVEL,Make It Big 4,,
2464,Bomberman Global 2,Bomberman Global 2,Ocean Planet Aquanet,N64,LEVEL,World 2: Ocean Planet Aquanet,,
2465,Crime Crackers,Crime Crackers,Praying To The Sea Of Stars,PS1,SCENE,Ending,,
2466,Mega Man X,Mega Man X,Highway Invasion,SNES,LEVEL,Opening Stage ~ Highway Invasion,,
2467,Timespinner,Timespinner,Ancient Forest,PS4,LEVEL,Greenwood Forest,,
2468,Rusty,Rusty,Water Gate,PC98,LEVEL,Stage 6: Water Gate,,
2469,Part-Time UFO,Part-Time UFO,Treasure Island,SWCH,LEVEL,Treasure Island,,
2470,Minecraft,Minecraft,Ward,PC,PLAY,Exploring Outside At Nighttime,,
2471,Sonic Adventure,Sonic Adventure,Azure Blue World,DC,LEVEL,Emerald Coast ~ Sonic's Act,,
2472,Evan's Remains,Evan's Remains,Whales,SWCH,LEVEL,Opening Stage (Beach),,
2473,Yoshi's Woolly World,Yoshi's Woolly World,Wonderful Woolly World 2,WIIU,LEVEL,World STAR-S: Wonderful World Of Wool ~ 2nd Area,,
2474,Ace of Seafood,Ace of Seafood,Kraken,PC,BOSS,Giant Squid,,
2475,Lufia II,Lufia II,Dark Minions,SNES,PLAY,Fighting Enemies,,
2476,Xenoblade XX,Xenoblade XX,Roaming The Wastes,SWCH,LEVEL,Empire Of Mor Ardain ~ Day,,
2477,Prop Cycle,Prop Cycle,Cliff Rock (Have A Nap Mix),ARC,THEME,Bonus Track,,
2478,Castlevania: Circle of the Moon,Castlevania: Circle of the Moon,Awake,GBA,LEVEL,Opening Stage ~ Castle Catacombs,,
2479,The Sims,The Sims,Under Construction,PC,PLAY,Building Houses / Establishments,,
2480,Pokémon Snap 2,Pokémon Snap 2,Illumina Spot,SWCH,LEVEL,Elsewhere Forest ~ Illumina Spot,,
2481,Dangerous Curves,Dangerous Curves,Magic Touch (Complete Take),ARC,SCENE,Expert Course ~ Post-Clear Staff Credits,,
2482,Super Adventure Island 2,Super Adventure Island 2,Hiya-Hiya Island,SNES,LEVEL,Hiya-Hiya Island,,
2483,Contra: Shattered Soldier,Contra: Shattered Soldier,Relic Of Moirai,PS2,BOSS,Homo Superior (All 4 Forms),,
2484,The Legend of Zelda: Link's Adventure,The Legend of Zelda: Link's Adventure,Hyrule,NES,MENU,Hyrule ~ World Map (Overworld),,
2485,Hollow Knight,Hollow Knight,Dirtmouth,8TH,LEVEL,Dirtmouth,,
2486,Chicory,Chicory,Supper Woods,PS5,LEVEL,Supper Woods,,
2487,Advance Wars,Advance Wars,Nell's Tutorial,GBA,THEME,Nell,,
2488,Wario Land: Shake It!,Wario Land: Shake It!,Creep Blue Sea,WII,LEVEL,World 5: Stage 2 ~ Creep Blue Sea,,
2489,Benefactor,Benefactor,Merry Winterland [CD32],CD32,LEVEL,World 5,,
2490,13 Sentinels: Aegis Rim,13 Sentinels: Aegis Rim,[DEOXYRIBOSE],PS4,LEVEL,Ashitaba City Battle 10,,
2491,Zone of the Enders II: Fist of Mars,Zone of the Enders II: Fist of Mars,Z.O.E. 2173,GBA,MENU,Title Screen,,
2492,Metroid Echoes,Metroid Echoes,Temple Grounds,GC,LEVEL,Temple Grounds,,
2493,Monster Hunter Rise,Monster Hunter Rise,Narwa The Allmother,SWCH,BOSS,FINAL BOSS ~ Narwa The Allmother,,
2494,Ecco: Tides of Time,Ecco: Tides of Time,Epilogue [SCD],SCD,SCENE,Staff Credits,,
2495,Super Mario RPG: Legend of the Seven Stars,Mario Super Stars,"Still, The Road Is Full Of Dangers",SNES,LEVEL,Bean Valley,,
2496,Tales of Crestoria,Tales of Crestoria,Let's Work Together!,iOS,PLAY,Enemy Battles,,
2497,Yu-Gi-Oh!: Legacy of the Duelist,Yu-Gi-Oh!: Legacy of the Duelist,Deck Menu: TAG FORCE 4,8TH,MENU,Customising Your Deck ~ Tag Force 4 Version,,
2498,Deep Labyrinth,Deep Labyrinth,Sword Of A Lost Legend,DS,SCENE,Acquiring The Legendary Sword,,
2499,Phoenotopia,Phoenotopia,Boss Battle,PC,BOSS,Boss Battles,,
2500,Wii Sports,Wii Sports,Results,WII,MENU,Golf / Boxing / Baseball / Bowling / Tennis Results,,
2501,Mario Paint Studio,Mario Paint Studio,Sea World: TYPE 2,N64,PLAY,Exploring Sea World,,
2502,Mighty Flip Champs!,Mighty Flip Champs!,A Story Of Caves,DS,LEVEL,World 3,,
2503,Granblue Fantasy Versus,Granblue Fantasy Versus,The Prettiest Alchemist,PS4,THEME,Cagliostro,,
2504,Pokémon Quest,Pokémon Quest,Miasma Moor,iOS,LEVEL,Stage 7: Miasma Moor,,
2505,Street Fighter 5,Street Fighter 5,Dudley's Theme,DC,THEME,Dudley,,
2506,Donkey Kong Country 2: Diddy's Kong Quest,DK Country 2: Diddy's Kong Quest,Primal Rave,SNES,LEVEL,Jungle Jinx / Klobber Karnage / Animal Antics,,
2507,iBlast Moki 2,iBlast Moki 2,Forest,iOS,LEVEL,Forest Stages,,
2508,Gran Turismo 4,Gran Turismo 4,From The East To The West,PS2,MENU,Main Menus,,
2509,Kirby's Fantasy Fountain,Kirby's Fantasy Fountain,Rainbow Resort,NES,LEVEL,World 7: Rainbow Resort,,
2510,Brigitte: Ernährungs Coach,Brigitte: Ernährungs Coach,Daydreaming,DS,MENU,Pause Menu,,
2511,Ys VII: Five Dragons of Altago,YS VII: Five Dragons of Altago,Mother Earth Altago,PSP,MENU,World Map (Overworld),,
2512,Shadow the Hedgehog,Shadow the Hedgehog,Lost Impact,6TH,LEVEL,Lost Impact,,
